,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
14755,16508,C,6,H,12,O,,,,,,,,,,
14756,16509,C,22,H,28,FNa,2,O,8,P,,,,,,
14757,16511,C,15,H,20,ClN,3,O,,,,,,,,
14758,16512,C,15,H,19,N,3,O,,,,,,,,
14759,16513,C,17,H,23,ClN,2,O,2,,,,,,,
14760,16514,C,17,H,22,N,2,O,2,,,,,,,
14761,16515,C,16,H,23,ClN,2,O,2,,,,,,,
14762,16516,C,16,H,22,N,2,O,2,,,,,,,
14763,16517,C,14,H,19,ClN,2,O,2,,,,,,,
14764,16518,C,14,H,18,N,2,O,2,,,,,,,
14765,16519,C,10,H,11,Cl,2,NO,2,,,,,,,
14766,16520,C,10,H,11,Cl,2,NO,2,,,,,,,
14767,16521,C,10,H,11,Cl,2,NO,2,,,,,,,
14768,16522,C,10,H,12,O,4,,,,,,,,,
14769,16523,C,8,H,8,O,4,,,,,,,,,
14770,16524,C,21,H,27,ClN,2,O,,,,,,,,
14771,16525,C,21,H,27,N,2,O+,,,,,,,,
14772,16526,C,4,H,6,N,2,O,2,S,,,,,,
14773,16528,C,14,H,10,N,2,O,7,S,,,,,,
14774,16529,C,8,H,8,ClNO,2,,,,,,,,,
14775,16530,C,8,H,7,Cl,2,NO,,,,,,,,
14776,16531,C,10,H,15,IN,2,,,,,,,,,
14777,16532,C,10,H,15,N,2,+,,,,,,,,
14778,16533,C,27,H,37,FO,6,,,,,,,,,
14779,16534,C,37,H,30,ClN,3,,,,,,,,,
14780,16535,C,37,H,29,N,3,,,,,,,,,
14781,16536,C,10,H,12,ClNO,2,,,,,,,,,
14782,16537,C,11,H,18,O,2,,,,,,,,,
14783,16538,C,20,H,24,ClNO,2,,,,,,,,,
14784,16540,C,5,H,10,ClN,,,,,,,,,,
14785,16541,C,13,H,24,O,2,,,,,,,,,
14786,16542,C,12,H,22,O,2,,,,,,,,,
14787,16543,C,13,H,9,NO,,,,,,,,,,
14788,16544,C,8,H,14,O,2,,,,,,,,,
14789,16545,C,10,H,11,N,3,,,,,,,,,
14790,16546,C,8,H,8,O,2,,,,,,,,,
14791,16547,C,10,H,10,O,5,,,,,,,,,
14792,16548,C,14,H,11,NO,3,,,,,,,,,
14793,16549,C,21,H,26,N,2,,,,,,,,,
14794,16550,C,6,H,12,Cl,2,,,,,,,,,
14795,16551,C,6,H,12,Cl,2,,,,,,,,,
14796,16552,C,10,H,18,O,4,,,,,,,,,
14797,16554,C,11,H,22,N,2,O,,,,,,,,
14798,16555,C,6,H,8,AsNO,4,,,,,,,,,
14799,16556,C,13,H,22,N,2,O,,,,,,,,
14800,16558,C,15,H,22,BrNO,2,,,,,,,,,
14801,16559,C,13,H,18,N,2,O,2,,,,,,,
14802,16560,C,10,H,9,Cl,2,NO,,,,,,,,
14803,16561,C,11,H,14,ClNO,2,,,,,,,,,
14804,16562,C,10,H,11,F,3,N,2,O,,,,,,
14805,16563,C,9,H,8,Cl,2,O,3,,,,,,,
14806,16564,C,10,H,13,N,3,O,2,,,,,,,
14807,16565,C,4,H,8,O,,,,,,,,,,
14808,16566,C,6,H,12,Cl,2,NO,2,PS,,,,,,
14809,16567,C,13,H,13,I,3,N,2,O,4,,,,,
14810,16568,C,8,H,18,OS,,,,,,,,,,
14811,16569,C,24,H,46,Cl,2,N,2,,,,,,,
14812,16570,C,24,H,44,N,2,,,,,,,,,
14813,16571,C,13,H,20,ClN,3,O,3,,,,,,,
14814,16572,C,13,H,19,N,3,O,3,,,,,,,
14815,16573,C,20,H,23,NO,4,,,,,,,,,
14816,16574,C,14,H,17,N,3,O,9,,,,,,,
14817,16575,C,29,H,35,NO,8,,,,,,,,,
14818,16576,C,23,H,27,NO,,,,,,,,,,
14819,16577,C,9,H,11,NO,3,,,,,,,,,
14820,16578,C,12,Br,6,Cl,2,O,2,,,,,,,
14821,16579,C,12,Br,8,O,2,,,,,,,,,
14822,16580,C,16,H,26,ClNO,2,,,,,,,,,
14823,16581,C,16,H,25,NO,2,,,,,,,,,
14824,16582,C,14,H,16,O,,,,,,,,,,
14825,16583,C,14,H,21,NO,2,,,,,,,,,
14826,16584,C,5,Cl,5,N,,,,,,,,,,
14827,16585,C,12,H,28,Sn,,,,,,,,,,
14828,16586,C,6,H,11,ClO,,,,,,,,,,
14829,16587,C,10,H,10,,,,,,,,,,,
14830,16588,C,10,H,20,O,2,,,,,,,,,
14831,16589,C,11,H,15,NO,4,S,,,,,,,,
14832,16590,C,6,H,10,S,2,,,,,,,,,
14833,16591,C,6,H,12,S,2,,,,,,,,,
14834,16592,C,4,H,10,S,2,,,,,,,,,
14835,16593,C,12,H,26,OS,,,,,,,,,,
14836,16594,C,20,H,26,KO,4,+,,,,,,,,
14837,16595,C,20,H,26,O,4,,,,,,,,,
14838,16596,C,25,H,32,N,2,O,6,,,,,,,
14839,16598,C,14,H,17,ClN,2,O,6,,,,,,,
14840,16599,C,29,H,32,ClN,3,,,,,,,,,
14841,16600,C,29,H,31,N,3,,,,,,,,,
14842,16601,C,12,H,12,ClN,,,,,,,,,,
14843,16602,C,14,H,22,Cl,4,N,2,O,2,,,,,
14844,16603,C,14,H,20,Cl,2,N,2,O,2,,,,,
14845,16604,C,14,H,22,Cl,4,N,2,O,2,,,,,
14846,16605,C,14,H,20,Cl,2,N,2,O,2,,,,,
14847,16606,C,10,H,12,O,2,,,,,,,,,
14848,16607,C,14,H,22,,,,,,,,,,,
14849,16608,C,20,H,43,NO,2,,,,,,,,,
14850,16609,C,17,H,16,N,2,O,2,S,,,,,,
14851,16610,C,16,H,30,CaO,4,,,,,,,,,
14852,16611,C,20,H,21,FN,2,O,3,,,,,,,
14853,16614,C,18,H,32,O,2,,,,,,,,,
14854,16615,C,12,H,10,O,2,,,,,,,,,
14855,16616,C,10,H,13,NO,,,,,,,,,,
14856,16617,C,11,H,22,O,2,,,,,,,,,
14857,16618,C,10,H,6,Cl,2,,,,,,,,,
14858,16619,C,10,H,6,Cl,2,,,,,,,,,
14859,16620,C,7,H,11,N,,,,,,,,,,
14860,16622,C,14,H,21,N,,,,,,,,,,
14861,16623,C,25,H,34,O,8,,,,,,,,,
14862,16624,C,18,H,23,N,3,,,,,,,,,
14863,16625,C,8,H,16,ClN,,,,,,,,,,
14864,16626,C,24,H,34,O,4,S,2,,,,,,,
14865,16627,C,5,H,7,ClO,2,,,,,,,,,
14866,16628,C,8,H,16,,,,,,,,,,,
14867,16629,C,8,H,16,,,,,,,,,,,
14868,16630,C,9,H,10,N,2,O,,,,,,,,
14869,16631,C,15,H,23,NO,2,,,,,,,,,
14870,16632,C,12,H,18,NO,2,+,,,,,,,,
14871,16633,C,6,H,14,ClNO,,,,,,,,,,
14872,16634,C,6,H,13,NO,,,,,,,,,,
14873,16635,C,12,H,15,ClO,3,,,,,,,,,
14874,16636,C,12,H,16,O,3,,,,,,,,,
14875,16637,C,6,H,11,NO,,,,,,,,,,
14876,16638,C,7,H,12,O,2,,,,,,,,,
14877,16639,C,13,H,16,N,2,O,2,,,,,,,
14878,16640,C,10,H,12,O,2,,,,,,,,,
14879,16641,C,14,H,15,N,3,O,4,,,,,,,
14880,16642,C,14,H,15,N,3,O,4,,,,,,,
14881,16643,C,12,H,11,N,3,O,4,,,,,,,
14882,16644,C,8,H,11,N,3,,,,,,,,,
14883,16645,C,6,H,14,OS,,,,,,,,,,
14884,16646,C,10,H,12,O,3,,,,,,,,,
14885,16649,C,18,H,30,O,3,S,,,,,,,,
14886,16650,C,6,H,15,ClO,2,Si,,,,,,,,
14887,16652,C,18,H,30,O,3,S,,,,,,,,
14888,16653,C,9,H,17,NOS,,,,,,,,,,
14889,16654,C,20,H,34,O,4,,,,,,,,,
14890,16655,C,16,H,20,O,4,,,,,,,,,
14891,16656,C,9,H,20,,,,,,,,,,,
14892,16657,C,7,H,14,,,,,,,,,,,
14893,16658,C,5,H,12,N,2,,,,,,,,,
14894,16659,C,8,H,4,Cl,2,N,2,,,,,,,
14895,16660,C,24,H,20,As,2,O,,,,,,,,
14896,16661,C,12,H,9,NO,3,,,,,,,,,
14897,16662,C,9,H,20,,,,,,,,,,,
14898,16663,C,9,H,20,,,,,,,,,,,
14899,16664,C,9,H,20,,,,,,,,,,,
14900,16665,C,9,H,20,,,,,,,,,,,
14901,16666,C,10,H,20,O,,,,,,,,,,
14902,16667,C,11,H,11,N,,,,,,,,,,
14903,16668,C,11,H,10,O,,,,,,,,,,
14904,16669,C,11,H,24,O,3,,,,,,,,,
14905,16670,C,10,H,20,O,2,,,,,,,,,
14906,16671,C,10,H,13,N,,,,,,,,,,
14907,16673,C,12,H,10,O,3,S,,,,,,,,
14908,16674,C,11,H,23,NO,2,,,,,,,,,
14909,16676,C,7,H,14,Cl,3,NO,4,,,,,,,
14910,16677,C,5,H,14,N,4,O,7,S,,,,,,
14911,16678,C,11,H,16,O,,,,,,,,,,
14912,16679,C,15,H,10,O,,,,,,,,,,
14913,16680,C,11,H,16,O,4,,,,,,,,,
14914,16681,C,36,H,70,CdO,4,,,,,,,,,
14915,16682,C,4,H,6,O,2,S,2,,,,,,,
14916,16683,C,8,H,14,O,4,,,,,,,,,
14917,16684,C,8,H,8,N,2,O,3,S,,,,,,
14918,16685,C,12,H,6,Cl,4,S,,,,,,,,
14919,16686,C,10,Cl,10,,,,,,,,,,,
14920,16688,C,10,H,18,,,,,,,,,,,
14921,16690,C,3,H,3,Cl,3,,,,,,,,,
14922,16691,C,8,H,11,N,,,,,,,,,,
14923,16692,C,10,Cl,8,,,,,,,,,,,
14924,16693,C,8,H,6,Cl,2,O,,,,,,,,
14925,16694,C,10,H,12,,,,,,,,,,,
14926,16695,C,6,H,8,,,,,,,,,,,
14927,16696,C,2,H,7,HgO,4,P,,,,,,,,
14928,16697,C,3,H,7,NNa,5,O,9,P,3,,,,,
14929,16698,C,3,H,12,NO,9,P,3,,,,,,,
14930,16699,C,8,H,15,NO,2,,,,,,,,,
14931,16700,C,12,H,29,NO,4,S,,,,,,,,
14932,16701,C,11,H,14,O,,,,,,,,,,
14933,16702,C,7,H,6,N,2,,,,,,,,,
14934,16703,C,10,H,14,N,2,O,3,,,,,,,
14935,16704,C,6,H,10,O,3,,,,,,,,,
14936,16707,C,15,H,23,ClINO,,,,,,,,,,
14937,16708,C,15,H,23,ClNO+,,,,,,,,,,
14938,16709,C,16,H,26,ClNO,2,,,,,,,,,
14939,16710,C,16,H,25,NO,2,,,,,,,,,
14940,16711,C,24,H,47,NO,7,,,,,,,,,
14941,16712,C,10,H,12,ClNO,2,,,,,,,,,
14942,16714,C,10,H,13,NO,2,,,,,,,,,
14943,16715,C,9,H,17,N,,,,,,,,,,
14944,16716,C,10,H,10,O,3,,,,,,,,,
14945,16717,C,12,H,11,N,,,,,,,,,,
14946,16718,C,11,H,7,NO,,,,,,,,,,
14947,16719,C,10,H,10,N,2,,,,,,,,,
14948,16720,C,10,H,10,N,2,,,,,,,,,
14949,16721,C,10,H,5,N,3,O,6,,,,,,,
14950,16722,C,11,H,21,N,,,,,,,,,,
14951,16723,C,4,H,4,N,2,O,5,,,,,,,
14952,16724,C,10,H,14,O,,,,,,,,,,
14953,16726,C,3,HCl,2,N,3,O,3,,,,,,,
14954,16728,C,18,H,23,N,3,,,,,,,,,
14955,16730,C,17,H,21,N,3,,,,,,,,,
14956,16731,C,17,H,20,ClN,3,,,,,,,,,
14957,16732,C,13,H,14,,,,,,,,,,,
14958,16733,C,11,H,11,N,,,,,,,,,,
14959,16734,C,12,H,17,ClFNO,3,,,,,,,,,
14960,16735,C,12,H,16,FNO,3,,,,,,,,,
14961,16736,C,8,H,6,F,3,N,3,,,,,,,
14962,16737,C,6,H,15,O,2,PS,2,,,,,,,
14963,16738,C,9,H,12,NO,6,P,,,,,,,,
14964,16739,C,28,H,32,ClFN,2,O,6,,,,,,,
14965,16740,C,26,H,30,ClFN,2,O,2,,,,,,,
14966,16741,C,9,H,9,NS,,,,,,,,,,
14967,16742,C,3,HCl,3,O,2,,,,,,,,,
14968,16743,C,28,H,42,Br,4,N,4,O,2,,,,,
14969,16744,C,28,H,42,Br,2,N,4,O,2,+,2,,,
14970,16745,C,22,H,42,Br,2,N,4,O,2,,,,,
14971,16746,C,22,H,42,N,4,O,2,+,2,,,,,
14972,16747,C,10,H,16,O,2,,,,,,,,,
14973,16748,C,15,H,9,I,3,O,5,,,,,,,
14974,16749,C,21,H,31,NO,3,,,,,,,,,
14975,16750,C,22,H,33,NO,3,,,,,,,,,
14976,16751,C,11,H,8,F,3,NO,,,,,,,,
14977,16752,C,28,H,32,FNO,6,,,,,,,,,
14978,16753,C,21,H,26,ClNO,4,,,,,,,,,
14979,16754,C,21,H,25,NO,4,,,,,,,,,
14980,16755,C,21,H,24,BrNO,,,,,,,,,,
14981,16756,C,21,H,24,NO+,,,,,,,,,,
14982,16757,C,11,H,14,O,2,,,,,,,,,
14983,16758,C,12,H,22,N,4,O,2,,,,,,,
14984,16759,C,20,H,41,NO,3,,,,,,,,,
14985,16760,C,10,H,8,Cl,2,N,4,,,,,,,
14986,16761,C,10,H,8,Cl,2,N,4,,,,,,,
14987,16762,C,21,H,15,Cl,3,N,6,,,,,,,
14988,16763,C,9,H,5,Cl,3,N,4,,,,,,,
14989,16764,C,9,H,4,Cl,4,N,4,,,,,,,
14990,16765,C,9,H,3,Cl,5,N,4,,,,,,,
14991,16766,C,9,H,6,Cl,2,N,4,,,,,,,
14992,16767,C,4,H,10,O,2,Sn,,,,,,,,
14993,16768,C,7,H,14,N,2,O,2,,,,,,,
14994,16769,C,10,H,10,Cl,3,O,4,P,,,,,,
14995,16770,C,12,H,6,Cl,4,N,2,S,,,,,,
14996,16771,C,14,H,29,NO,2,,,,,,,,,
14997,16772,C,8,H,6,ClNO,3,,,,,,,,,
14998,16773,C,11,H,15,Cl,2,O,2,PS,3,,,,,
14999,16774,C,9,H,20,NO,3,PS,2,,,,,,,
15000,16775,C,8,H,18,NO,4,PS,2,,,,,,,
15001,16777,C,9,H,16,O,,,,,,,,,,
15002,16778,C,9,H,16,O,,,,,,,,,,
15003,16779,C,13,H,6,Cl,5,NO,3,,,,,,,
15004,16780,C,22,H,28,Cl,4,N,2,,,,,,,
15005,16781,C,22,H,26,Cl,2,N,2,,,,,,,
15006,16782,C,2,H,3,NO,5,,,,,,,,,
15007,16783,C,7,H,8,HgN,2,O,,,,,,,,
15008,16784,C,9,H,21,ClSn,,,,,,,,,,
15009,16785,C,18,H,36,N,4,O,11,,,,,,,
15010,16786,C,7,H,6,Cl,2,N,2,O,,,,,,
15011,16787,C,13,H,19,NO,2,,,,,,,,,
15012,16788,C,17,H,28,ClNO,2,,,,,,,,,
15013,16789,C,17,H,27,NO,2,,,,,,,,,
15014,16790,C,11,H,8,O,3,,,,,,,,,
15015,16791,C,13,H,19,Cl,2,NO,2,,,,,,,
15016,16792,C,13,H,18,ClNO,2,,,,,,,,,
15017,16793,C,24,H,30,O,6,,,,,,,,,
15018,16794,C,8,H,4,F,3,NO,,,,,,,,
15019,16795,C,16,H,11,F,3,N,2,O,,,,,,
15020,16796,C,13,H,11,NO,4,,,,,,,,,
15021,16797,C,7,H,15,NO,3,Si,,,,,,,,
15022,16798,C,23,H,27,NO,2,,,,,,,,,
15023,16800,C,10,H,15,N,,,,,,,,,,
15024,16801,C,15,H,14,,,,,,,,,,,
15025,16803,C,12,H,8,N,2,O,,,,,,,,
15026,16804,C,12,H,8,N,2,O,,,,,,,,
15027,16805,C,25,H,38,O,4,,,,,,,,,
15028,16806,C,9,H,7,NO,4,,,,,,,,,
15029,16807,C,7,H,5,NO,3,,,,,,,,,
15030,16808,C,14,H,16,ClN,3,,,,,,,,,
15031,16809,C,17,H,21,ClN,2,O,2,,,,,,,
15032,16810,C,17,H,20,N,2,O,2,,,,,,,
15033,16811,C,10,H,13,Cl,2,NO,3,,,,,,,
15034,16813,C,20,H,12,N,2,Na,2,O,7,S,2,,,
15035,16814,C,20,H,14,N,2,O,7,S,2,,,,,
15036,16815,C,12,H,8,ClNO,3,,,,,,,,,
15037,16816,C,13,H,11,NO,3,,,,,,,,,
15038,16817,C,9,H,20,ClNO,2,,,,,,,,,
15039,16818,C,20,H,28,O,3,,,,,,,,,
15040,16819,C,18,H,10,O,2,,,,,,,,,
15041,16820,C,16,H,8,O,2,,,,,,,,,
15042,16821,C,12,H,22,O,2,,,,,,,,,
15043,16822,C,10,H,14,O,3,,,,,,,,,
15044,16823,C,8,H,10,O,4,,,,,,,,,
15045,16824,C,8,H,5,Cl,3,O,3,,,,,,,
15046,16825,C,12,H,17,Cl,2,NO,5,,,,,,,
15047,16826,C,13,H,18,ClNO,,,,,,,,,,
15048,16827,C,13,H,20,ClNO,3,,,,,,,,,
15049,16828,C,13,H,19,NO,3,,,,,,,,,
15050,16829,C,18,H,18,N,2,O,2,,,,,,,
15051,16830,C,11,H,12,O,4,,,,,,,,,
15052,16831,C,26,H,46,N,2,O,,,,,,,,
15053,16832,C,9,H,18,O,2,,,,,,,,,
15054,16833,C,13,H,26,O,2,,,,,,,,,
15055,16834,C,17,H,19,N,5,O,,,,,,,,
15056,16835,C,7,H,16,O,,,,,,,,,,
15057,16836,C,14,H,17,ClN,4,O,,,,,,,,
15058,16837,C,14,H,16,N,4,O,,,,,,,,
15059,16838,C,11,H,13,NS,2,,,,,,,,,
15060,16839,C,7,H,4,Cl,2,O,2,,,,,,,
15061,16840,C,3,H,6,S,3,,,,,,,,,
15062,16841,C,5,H,10,S,3,,,,,,,,,
15063,16842,C,6,H,9,NO,2,,,,,,,,,
15064,16843,CF,3,I,,,,,,,,,,,,
15065,16844,C,6,H,12,ClNO,,,,,,,,,,
15066,16845,C,34,H,62,O,11,,,,,,,,,
15067,16846,C,10,H,12,O,2,,,,,,,,,
15068,16847,C,18,H,16,O,6,,,,,,,,,
15069,16848,C,11,H,12,O,4,,,,,,,,,
15070,16850,C,20,H,12,O,5,,,,,,,,,
15071,16851,CH,8,AsNO,3,,,,,,,,,,,
15072,16852,C,6,H,8,N,2,,,,,,,,,
15073,16853,C,14,H,22,ClNO,,,,,,,,,,
15074,16854,C,7,H,6,Cl,2,N,2,O,,,,,,
15075,16855,C,11,H,16,ClNO,2,,,,,,,,,
15076,16856,C,13,H,19,NO,3,,,,,,,,,
15077,16857,C,7,H,3,I,3,O,2,,,,,,,
15078,16858,C,8,H,3,F,3,N,4,O,4,,,,,
15079,16859,C,8,H,3,Cl,2,F,3,N,2,,,,,
15080,16860,C,8,H,4,ClF,3,N,2,,,,,,,
15081,16861,C,9,H,12,FN,3,O,5,,,,,,,
15082,16862,C,8,H,9,FN,2,O,,,,,,,,
15083,16863,C,9,H,4,F,2,N,4,O,3,,,,,
15084,16864,C,14,H,24,O,2,,,,,,,,,
15085,16865,C,9,H,8,O,4,,,,,,,,,
15086,16866,C,3,H,3,ClO,2,,,,,,,,,
15087,16867,C,4,H,7,NS,,,,,,,,,,
15088,16868,C,16,H,10,N,2,Na,2,O,7,S,2,,,
15089,16869,C,16,H,12,N,2,O,7,S,2,,,,,
15090,16870,C,12,H,11,NO,2,,,,,,,,,
15091,16871,C,11,H,8,O,3,,,,,,,,,
15092,16872,C,10,H,20,O,2,,,,,,,,,
15093,16874,C,16,H,26,O,2,,,,,,,,,
15094,16875,C,12,H,25,Cl,,,,,,,,,,
15095,16876,C,8,H,17,Cl,,,,,,,,,,
15096,16877,C,14,H,22,ClNO,3,,,,,,,,,
15097,16878,C,14,H,21,NO,3,,,,,,,,,
15098,16879,C,16,H,26,ClNO,3,,,,,,,,,
15099,16880,C,16,H,25,NO,3,,,,,,,,,
15100,16881,C,17,H,28,ClNO,3,,,,,,,,,
15101,16882,C,17,H,27,NO,3,,,,,,,,,
15102,16883,C,14,H,12,,,,,,,,,,,
15103,16884,C,9,H,5,Cl,2,N,5,O,2,,,,,
15104,16885,C,15,H,10,ClN,7,O,4,,,,,,,
15105,16886,C,8,H,12,N,4,O,4,,,,,,,
15106,16887,C,37,H,34,N,2,Na,2,O,10,S,3,,,
15107,16888,C,37,H,37,N,2,O,10,S,3,+,,,,
15108,16889,C,20,H,23,FN,2,O,,,,,,,,
15109,16890,C,24,H,35,FO,6,,,,,,,,,
15110,16891,C,12,H,18,O,5,,,,,,,,,
15111,16892,C,11,H,14,BrCl,2,N,,,,,,,,
15112,16893,C,11,H,14,BrCl,2,N,,,,,,,,
15113,16894,C,11,H,14,Cl,3,N,,,,,,,,
15114,16895,C,11,H,14,Cl,3,N,,,,,,,,
15115,16896,C,7,H,7,BrO,,,,,,,,,,
15116,16897,C,12,H,10,N,2,O,,,,,,,,
15117,16898,C,21,H,42,O,2,,,,,,,,,
15118,16899,C,10,H,16,O,,,,,,,,,,
15119,16900,C,8,H,14,O,,,,,,,,,,
15120,16901,C,12,H,6,N,4,O,8,,,,,,,
15121,16902,C,23,H,45,NO,4,,,,,,,,,
15122,16903,C,23,H,46,NO,4,+,,,,,,,,
15123,16904,C,8,H,11,N,3,O,,,,,,,,
15124,16906,C,8,H,7,N,3,O,,,,,,,,
15125,16907,C,3,H,6,O,2,S,,,,,,,,
15126,16908,C,4,H,9,F,,,,,,,,,,
15127,16909,C,5,H,7,FO,2,,,,,,,,,
15128,16910,C,6,H,2,F,4,,,,,,,,,
15129,16911,C,7,H,16,O,,,,,,,,,,
15130,16912,C,8,H,18,O,,,,,,,,,,
15131,16913,C,11,H,20,O,,,,,,,,,,
15132,16915,C,17,H,23,NO,2,,,,,,,,,
15133,16916,C,2,H,5,ClS,,,,,,,,,,
15134,16917,C,10,H,8,O,4,,,,,,,,,
15135,16918,C,12,H,12,N,2,O,2,,,,,,,
15136,16919,C,8,H,9,BrO,,,,,,,,,,
15137,16920,C,7,H,16,O,6,S,2,,,,,,,
15138,16921,C,10,H,12,ClNO,4,S,,,,,,,,
15139,16923,C,26,H,34,O,8,,,,,,,,,
15140,16924,C,4,HF,9,O,,,,,,,,,,
15141,16925,C,10,H,10,N,2,,,,,,,,,
15142,16926,C,18,H,10,Cl,2,O,2,S,2,,,,,
15143,16927,C,15,H,11,NO,4,,,,,,,,,
15144,16928,C,9,H,12,O,3,,,,,,,,,
15145,16929,C,19,H,14,,,,,,,,,,,
15146,16930,C,19,H,14,,,,,,,,,,,
15147,16931,C,19,H,14,,,,,,,,,,,
15148,16932,C,17,H,12,,,,,,,,,,,
15149,16933,C,19,H,14,,,,,,,,,,,
15150,16934,C,19,H,14,,,,,,,,,,,
15151,16935,C,21,H,14,,,,,,,,,,,
15152,16936,C,19,H,15,N,,,,,,,,,,
15153,16937,C,27,H,42,O,3,,,,,,,,,
15154,16938,C,20,H,20,ClN,3,O,,,,,,,,
15155,16939,C,20,H,20,N,3,O+,,,,,,,,
15156,16940,C,12,H,22,O,2,,,,,,,,,
15157,16941,C,6,H,16,ClNO,,,,,,,,,,
15158,16942,C,6,H,16,NO+,,,,,,,,,,
15159,16944,C,10,H,18,,,,,,,,,,,
15160,16945,C,10,Cl,12,,,,,,,,,,,
15161,16946,C,12,H,17,NO,2,S,,,,,,,,
15162,16947,C,11,H,15,NO,3,,,,,,,,,
15163,16949,C,14,H,20,O,4,,,,,,,,,
15164,16950,C,10,H,18,N,4,O,6,,,,,,,
15165,16951,C,12,H,24,O,3,,,,,,,,,
15166,16952,C,12,H,16,,,,,,,,,,,
15167,16953,C,17,H,19,ClN,2,S,,,,,,,,
15168,16954,C,17,H,19,N,2,S+,,,,,,,,
15169,16955,C,31,H,42,ClN,3,,,,,,,,,
15170,16956,C,31,H,42,N,3,+,,,,,,,,
15171,16957,C,22,H,48,BrN,,,,,,,,,,
15172,16958,C,22,H,48,N+,,,,,,,,,,
15173,16960,C,16,H,19,BrN,2,,,,,,,,,
15174,16961,C,22,H,28,FNa,2,O,8,P,,,,,,
15175,16962,C,22,H,30,FO,8,P,,,,,,,,
15176,16963,C,25,H,26,O,3,,,,,,,,,
15177,16964,C,26,H,34,ClFO,7,,,,,,,,,
15178,16965,C,15,H,12,O,,,,,,,,,,
15179,16966,C,13,H,12,N,2,O,,,,,,,,
15180,16967,C,9,H,20,O,2,,,,,,,,,
15181,16968,C,7,H,12,,,,,,,,,,,
15182,16969,C,9,H,12,,,,,,,,,,,
15183,16970,C,8,H,12,O,2,,,,,,,,,
15184,16971,C,7,H,7,BrO,,,,,,,,,,
15185,16972,C,26,H,46,,,,,,,,,,,
15186,16973,C,26,H,46,,,,,,,,,,,
15187,16974,C,26,H,46,,,,,,,,,,,
15188,16975,C,26,H,46,,,,,,,,,,,
15189,16976,C,6,H,5,NO,3,,,,,,,,,
15190,16977,C,6,H,6,K,3,NO,6,,,,,,,
15191,16978,C,6,H,7,CaNO,6,,,,,,,,,
15192,16979,C,18,H,30,,,,,,,,,,,
15193,16980,C,19,H,32,,,,,,,,,,,
15194,16981,C,26,H,46,,,,,,,,,,,
15195,16982,C,26,H,46,,,,,,,,,,,
15196,16983,C,26,H,46,,,,,,,,,,,
15197,16984,C,8,H,8,N,2,S,,,,,,,,
15198,16985,C,5,H,6,Cl,2,N,4,,,,,,,
15199,16986,C,13,H,15,N,3,O,,,,,,,,
15200,16987,C,10,H,5,ClN,2,O,4,,,,,,,
15201,16988,C,5,H,3,Cl,2,N,,,,,,,,
15202,16989,C,5,H,3,Cl,2,N,,,,,,,,
15203,16990,C,5,HCl,4,N,,,,,,,,,,
15204,16991,C,5,H,13,O,3,PS,,,,,,,,
15205,16992,C,7,H,13,Br,,,,,,,,,,
15206,16993,C,10,H,20,O,,,,,,,,,,
15207,16994,C,9,H,21,O,3,P,,,,,,,,
15208,16995,C,8,H,19,NO,,,,,,,,,,
15209,16996,C,4,H,12,Sn,,,,,,,,,,
15210,16997,C,6,H,8,O,2,,,,,,,,,
15211,16999,C,6,H,9,NO,2,,,,,,,,,
15212,17000,C,9,H,16,O,,,,,,,,,,
15213,17001,C,19,H,24,N,2,,,,,,,,,
15214,17002,C,15,H,24,ClNO,4,,,,,,,,,
15215,17003,C,15,H,23,NO,4,,,,,,,,,
15216,17004,C,11,H,16,O,,,,,,,,,,
15217,17005,C,9,H,13,NO,2,,,,,,,,,
15218,17006,C,18,H,25,ClN,2,O,6,,,,,,,
15219,17007,C,6,H,7,N,3,O,2,,,,,,,
15220,17008,C,7,H,14,O,2,,,,,,,,,
15221,17011,C,23,H,27,Cl,2,F,3,N,2,OS,,,,
15222,17012,C,23,H,25,F,3,N,2,OS,,,,,,
15223,17013,C,21,H,27,ClO,2,,,,,,,,,
15224,17014,C,6,H,12,,,,,,,,,,,
15225,17015,C,11,H,13,NO,2,,,,,,,,,
15226,17016,C,9,H,12,O,,,,,,,,,,
15227,17017,C,11,H,16,ClN,3,O,,,,,,,,
15228,17018,C,11,H,16,N,3,O+,,,,,,,,
15229,17019,C,15,H,11,Br,,,,,,,,,,
15230,17020,C,3,H,4,BrN,,,,,,,,,,
15231,17021,C,4,H,8,Cl,2,O,,,,,,,,
15232,17022,C,7,H,5,ClO,2,,,,,,,,,
15233,17023,C,16,H,30,CdO,4,,,,,,,,,
15234,17024,C,12,H,27,NO,3,,,,,,,,,
15235,17025,C,6,H,10,O,2,,,,,,,,,
15236,17026,C,19,H,14,,,,,,,,,,,
15237,17027,C,8,H,12,,,,,,,,,,,
15238,17029,C,18,H,34,O,,,,,,,,,,
15239,17030,C,8,H,9,NO,3,,,,,,,,,
15240,17031,C,22,H,30,ClNOS,,,,,,,,,,
15241,17032,C,22,H,29,NOS,,,,,,,,,,
15242,17033,C,22,H,30,INO,2,,,,,,,,,
15243,17034,C,22,H,30,NO,2,+,,,,,,,,
15244,17035,C,20,H,26,ClNO,3,,,,,,,,,
15245,17036,C,20,H,25,NO,3,,,,,,,,,
15246,17037,C,9,H,5,ClOS,2,,,,,,,,,
